InputSize,SequentialMerge,SequentialQuick,OpenMPMerge,OpenMPQuick,MPIMerge,MPIQuick,OMPMergeSpeedup,OMPQuickSpeedup,MPIMergeSpeedup,MPIQuickSpeedup,OMPMergeEfficiency,OMPQuickEfficiency,MPIMergeEfficiency,MPIQuickEfficiency
10000,0.001713,0.000666,0.00069,0.000751,0.000502,3e-05,2.482608695652174,0.8868175765645806,3.412350597609562,22.2,0.6206521739130435,0.22170439414114515,0.8530876494023905,5.55
100000,0.013989,0.005758,0.003547,0.003191,0.004471,0.001495,3.9438962503524104,1.8044500156690695,3.1288302393200627,3.851505016722408,0.9859740625881026,0.45111250391726737,0.7822075598300157,0.962876254180602
